;quote;author;book;category
5329;I thought I would die without you, in reality I was reborn...;Seja Majeed; The Forgotten Tale of Larsa;art
5183;There is peace where mind and heart agree.;T.F. Hodge;" From Within I Rise: Spiritual Triumph Over Death and Conscious Encounters with ""The Divine Presence""";art
8491;A tough hide with a tender heart is a goal that all leaders must have.;Wayde Goodall; Why Great Men Fall: 15 Winning Strategies to Rise Above It All;art
5877;The power of the writer is to capture the thoughts live and present them as they appeared in his mind;Bangambiki Habyarimana; Pearls Of Eternity;art
11356;WHEN PEOPLE SHOW YOU THEIR TRUE COLORS, DON'T GO COLOR BLIND;Qwana Reynolds-Frasier; Friend In Your Pocket Conversations Session One;art
422;You can convert your innate worth into gross net worth on the earth.;Sunday Adelaja; Create Your Own Net Worth;art
3215;The human spirit’s unquenchable drive for originality and compulsion for creating art is the compelling force of our humanity.;Kilroy J. Oldster; Dead Toad Scrolls;art
7609;she wanted because art;Nicole Brossard; White Piano;art
6840;"Lifting his head, he whispered against her wet, throbbing lips, “Too much?”	Wasn’t that sweet,	Consider even.	But oh, hell no.	She gasped, “Not enough.";Thea Harrison; Spellbinder;art
6936;You can't change a regime on the basis of compassion. There's got to be something harder.;Nadine Gordimer;" The Quotable Gordimer; or, The Wit and Wisdom of Nadine Gordimer";art
1424;There is no religion better than love, no color better than the color of happiness and no language better than the language of compassion.;Abhijit Naskar; Love, God & Neurons: Memoir of a scientist who found himself by getting lost;art
3901;In many cases, it was the woman’s stomach—not her heart—that fell for her man.;Mokokoma Mokhonoana; The Selfish Genie: A Satirical Essay on Altruism;art
7512;We must not learn to try harder. The key is to learn how not to try in the first place.;Chris Matakas; My Mastery: Continued Education Through Jiu Jitsu;art
8767;The stars glittered in the sky and as the number of people at the party grew there were merging conversations and laughter and bodies moving in outlines around the kegs of beer in a curtsy of youth.;Daniel Amory; Minor Snobs;art
4116;A judgmental heart keeps listening to the things that annoy.;Toba Beta; My Ancestor Was an Ancient Astronaut;art
3828;You fool, Helene. When you love, there is always more pain.;Sabaa Tahir; A Torch Against the Night;art
5277;On account of its scale and complexity, the world will always outstrip the capacity of any single body to ask fertile questions of it.;Alain de Botton; The News: A User's Manual;art
3435;Art is not democratic. Art is sublime.;Minae Mizumura; The Fall of Language in the Age of English;art
4950;Irony, we want our handwriting to look like typed fonts, and our computer fonts to look like handwritten text.;Vikrmn; Corpkshetra;art
83;The heart makes its choices without weighing the consequences. It doesn't look ahead to the lonely nights that follow.;Tess Gerritsen; Keeping The Dead;art
8402;Please understand. Please forgive me.I prayed every day for you to be alive, until hope became painful.Don't hate me.I still love you.;Lauren Oliver; Requiem;art
5434;This is the gateway to Hell, baby… Welcome to The Underworld.;Kassandra Cross; Black Magic: New Adult Witchcraft Paranormal Suspence Romance;art
11555;It's time, my childrenWhen the waves rise high When the waters run deepWhen the clock strikes midnightYou'll feel the mark of Zero HourAnd you'll never be the same again;Lisa Mangum; The Hourglass Door;art
2610;Every portrait that is painted with feeling is a portrait of the artist, not of the sitter.;Oscar Wilde; The Picture of Dorian Gray;art
6307;Without setbacks and mistakes, no experience. Without experience, no learning. And without learning, you’ll never truly understand the awakening of your heart’s desires.;Robbie Vorhaus; One Less. One More.;art
3745;Enlightenment is making every cell, gene and DNA as the radiator of peace and harmony.;Amit Ray; Enlightenment Step by Step;art
9023;Her routine was as predictable as the rotation of the earth.;Viet Thanh Nguyen; The Refugees;art
10804;I'm really a very happy, contented little person in spite of my broken heart.;L.M. Montgomery; Anne of Avonlea;art
5657;But, if I dare say it, it wasn't until I had helped kill a man that I realized how elusive and complex an act a murder can actually be, and not necessarily attributable to one dramatic motive.;Donna Tartt; The Secret History;art
9383;Create hell and people will be impatient to get there, just out of curiosity;Bangambiki Habyarimana; The Great Pearl of Wisdom;art
1787;The Clayr saw me, the Wallmaker made me, the King quenched me, the Abhorsen wields me so that no Dead shall walk in Life. For this is not their path.;Garth Nix; Sabriel;art
4008;A fool with a heart and no sense is just as unhappy as a fool with sense and no heart.;Fyodor Dostoyevsky; The Idiot;art
1521;That´s the problem with planning a late night supper after the opera, not only does the hero or the heroine die singing, but you end up famished after the last notes of the finale.;E.A. Bucchianeri; Brushstrokes of a Gadfly;art
3761;Poetry keeps my heart neat, even when incomplete, I find peace.;Delano Johnson; Rare Images of Love;art
4989;A friend with seed (capital), is a business-man in deed.;Vikrmn; Guru with Guitar;art
6055;We cannot ignore our gift of the future.;Jimmy Carter; Just Peace: A Message of Hope;art
7776;Man's meanness is a fuse in search of a flame.;Carlos Ruiz Zafón; Marina;art
406;Today I wonder why it is God refers to Himself as 'Father' at all. This, to me, in light of the earthly representation of the role, seems a marketing mistake.;Donald Miller; Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality;art
1666;All religions are guesswork;Bangambiki Habyarimana; Pearls Of Eternity;art
815;But death was her curse and her gift, and death had been her good friend these long, long years.;Sarah J. Maas; Crown of Midnight;art
7768;Sustained negative flashbacks can stir a heart attack.;T.F. Hodge;" From Within I Rise: Spiritual Triumph Over Death and Conscious Encounters with ""The Divine Presence""";art
8936;Just as the world spun us into existence, it will spin on long after we are gone.;Crystal Woods; Write like no one is reading 3;art
10575;You know what truly aches? Having so much inside you and not having the slightest clue of how to pour it out.;Karen Quan; Write like no one is reading;art
5878;Writing is self-pleasure;Bangambiki Habyarimana; Pearls Of Eternity;art
3025;A gypsy girl approached Don Zana and Alfanhui and held out her tambourine. Don Zana said to her, 'You don't pay for art, kid.;Rafael Sánchez Ferlosio; Adventures of the Ingenious Alfanui;art
1217;"What you're saying,"" I clarify through clenched teeth, ""is that call boys don't make it far in government.";S. Hunter Nisbet; The Mercy of Men;art
5220;If God wills that I die, then I die. No power on earth can change that.;Francine Rivers; A Voice in the Wind;art
2599;The speed at which progress rolls is not determined by the number of people who started pushing it, but by the number of people who are passionate to hold on doing so.;Israelmore Ayivor; Leaders' Ladder;art
10369;doctors & druggists wash each other's hands;Geoffrey Chaucer; Canterbury Tales;art
7829;Never look back. The past is done. The future is a blank canvas. Work on creating a masterpiece. Only you have the power to make your painting beautiful.;Suzy Kassem; Rise Up and Salute the Sun: The Writings of Suzy Kassem;art
2632;Everyone has their own ways of expression. I believe we all have a lot to say, but finding ways to say it is more than half the battle.;Criss Jami; Salomé: In Every Inch In Every Mile;art
6902;Love—such a keen mystery prone to pierce and shatter the delicate heart.  Yet it possesses more strength, power, and influence than any other magic known to man. ;Richelle E. Goodrich; Smile Anyway;art
217;When you draw something it lives and when you photograph it it dies;John Fowles; The Collector;art
7294;I nod in the darkness. He embraces me and before long he's fast asleep, a man with clear consiense and an open heart. I stay awake, listening to his breath and thinking of the webs we weave.;Lizbeth Gabriel; The Theater Of Dusk;art
7647;The lines of her face, turned up to the sky, would have broken your heart.;Tana French; The Secret Place;art
4333;She had on a blue bonnet, and with a pair of lovely eyes of the same colour, has contrived to make me feel devilish odd about the heart.;Susanna Rowson; Charlotte Temple;art
8600;"Aren't you two ever going to read Hogwarts, A History?""""What's the point?"" said Ron. ""You know it by heart, we can just ask you.";J.K. Rowling; Harry Potter and the Goblet of Fire;art
11771;In starlit nights I saw you,So cruelly you kissed me.Your lips a magic world,Your sky all hung with jewels.The killing moonWill come too;Echo and the Bunnymen; Echo And The Bunnymen;art
7485;Smiling, he handed Landry the bloody aluminum bat Warnick had used. ‘Time to die, old man,’ he said.;Steven Ramirez; Tell Me When I'm Dead;art
8437;You trample on hearts as if they're grapes and you're making wine.;Mallory Kane; It's In His Kiss;art
11035;So who is cruel? You, cruel reader, you are.;Johnny Rich; The Human Script;art
3469;There is no such thing as reproduction, only acts of production.;Andrew Solomon; 背離親緣（下）：那些與眾不同的孩子，他們的父母，以及他們尋找身分認同的故事;art
4694;Dreaming of getting you I loosed everything Cheerfulness of smile And all the dreams of life;Hasil Paudyal; Blended Words;art
1113;If it were customary to send little girls to school and teach them the same subjects as are taught to boys, they would learn just as fully and would understand the subtleties of all arts and sciences.;Christine de Pizan; The Book of the City of Ladies;art
4357;Life is a long failure of understanding, a long, mistaken shutting of the heart.;Patricia Highsmith; Nothing That Meets the Eye: The Uncollected Stories of Patricia Highsmith;art
7707;I’m very headstrong. Once I’ve caught fire, there’s no dousing the flames—all engines full speed ahead.;Adachi Zenko; My Life in Japanese Art and Gardens: From Entrepreneur to Connoisseur;art
7264;I had a whole evening planned. I was hoping to sweep you off your feet. Like those guys in your stupid books.;Lisa Brown Roberts; How (Not) to Fall in Love;art
9135;The sylph is a fragment of the earth's soul in faery form.;Brian Froud; Brian Froud’s World of Faerie;art
10661;It's over, her mind whispered. There's still hope, her heart insisted.;Libba Bray; Lair of Dreams;art
9325;He could sleep in the ruins of cities lost for centuries.;Cassandra Clare; Lady Midnight;art
1767;There is nothing good in the devil and there is nothing bad in God and with God all things are possible . And all things are possible to those that believe.;Patience Johnson; Why Does an Orderly God Allow Disorder;art
11433;Am I a mindless fool? My life is a fragment, a disconnected dream that has no continuity. I am so tired of senselessness. I am tired of the music that my feelings sing, the dream music.;Ross David Burke; When the Music's Over: My Journey into Schizophrenia;art
719;Travel is costly yes, but it pays dividends too.;Aaron Lauritsen; 100 Days Drive: The Great North American Road Trip;art
3633;The role of United Nations is not policing but awakening the heart center of the humanity.;Amit Ray; Peace on the Earth  A Nuclear Weapons Free World;art
6549;It's like she has her heart in her hand and it's broken. She's holding it out and showing me all the little pieces. Or maybe it's my heart.;Nyrae Dawn; Façade;art
5607;Energy manipulation took place completely in mind,same way believing in telepathy caused telepathic abilities to grow STRONGER.;Christina Westover; The Man Who Followed Jack Kerouac;art
6978;We speed through the streets past modern buildings and ancient architecture. Gazing through the taxi window Rome becomes a wet painting someone has wiped a hand across.;Kevin James Moore; The Go-Go Girl;art
542;My collage opens my heart to endless joy. I am an artist!;Amy Leigh Mercree; Joyful Living: 101 Ways to Transform Your Spirit and Revitalize Your Life;art
12137;As soon as she sees me she swings forward and hits a key on her keyboard. The music cuts off instantly. Strangely, the silence that follows seems just as loud.;Lauren Oliver; Delirium;art
7360;What makes you think what happened to you on Earth wasn't an adventure?;Lev Grossman; The Magician King;art
10959;Ty swung around. He was obviously fed up with Ben's negative attitude.;Lauren Brooke; Taking Chances;art
301;But as long as something is never even started, you never have to worry about it ending. It has endless potential.;Sarah Dessen; The Truth About Forever;art
2412;There is no cancer, no sickness, no sin, no reversal of fortunes, no curse, no heartache - nothing - that's greater than Jesus. Jesus heals. Jesus restores. Jesus brings life.;Louie Giglio; The Comeback: It's Not Too Late and You're Never Too Far;art
447;Creativity thrives where its roots are crowded.;Ozzie Zehner; Green Illusions;art
5333;Her life is lived through the masterpiece of art, that she cannot draw.;Nikki Rowe; Once a Girl, Now a Woman;art
343;You can always tell the heart of man by what he do, and by what he don't do...;Steven J. Carroll; The Road to Jericho;art
5691;Sic vis pacem para bellum - if you want peace, prepare for war.;A.J. Darkholme; Rise of the Morningstar;art
2343;Beauty may catch the eye, but a jolly laugh will lasso the heart.;Richelle E. Goodrich; Slaying Dragons;art
4071;I have seen your heart, and it is mine.;J.K. Rowling; Harry Potter and the Deathly Hallows;art
4736;To be successful in life , Plan, Implement, Revise, Update, and Build on Change.;Abhysheq Shukla;" KISS Life  ""Life is what you make it""";art
1050;"An artist without ideas is a mendicant; barren, he goes begging among the hours.";Irving Stone; The Agony and the Ecstasy;art
6020;You know how creative people are, we have to try everything until we find our niche.;E.A. Bucchianeri; Brushstrokes of a Gadfly;art
4750;I waitwith silent passionfor one gestureone glancefrom you;Jalaluddin Rumi; The Love Poems of Rumi;art
1046;"What in hell are you really made of, Howard? After all, it's only a building. It's not the combination of holy sacrament, Indian torture, and sexual ecstasy that you seem to make of it.""""Isn't it?";Ayn Rand; The Fountainhead;art
10235;The kitchen of the Big House was always one of my favorite places. Airy and sunny. No modern cabinets or anything like that. Just a room full of windows, set into wise, worn walls.;Suzanne Palmieri; The Witch of Belladonna Bay;art
1796;You cannot free someonewho is caged intheir own self.;Anjum Choudhary; Souled Out;art
2141;Wharton thought no one could have freedom, but James knew no one wanted freedom.;Vivian Gornick; The Odd Woman and the City: A Memoir;art
5715;Achieving your heart’s desires is the key to living a life of bliss.;Steven Redhead; Unleash The Power of Your Heart and Mind;art
5935;The whole world is like an opened candy jar, and we're plunging in for the best treats;Vicki Alayne Bradley; Finding Home: A Creative Journey on a Trip Around the World;art
7072;Perfection is too high a goal to strive for. Sometimes working hard bringsmore satisfaction in the end.;Megan Hart; Tempted;art
10941;The lasting and ultimately most important reputation of a film is not based on reviews, but on what, if anything, people say about it over the years, and on how much affection for it they have.;Stanley Kubrick; Stanley Kubrick: Interviews;art
8126;One truth that has helped me accept some of the most difficult moments and heartbreaking decisions in my life is that I already have all for which I ask. I am blessed! I am delivered from my worries!;Carlos Wallace; The Other 99 T.Y.M.E.S: Train Your Mind to Enjoy Serenity;art
1974;It isn't that I dislike artists, but I can't stand anyone who puts on those ponderous airs of a man of character.;Osamu Dazai; The Setting Sun;art
5191;In the stillness I find my heart growing hot while I seek the person I have already found. God is so much more than I know.;Eric Samuel Timm; Static Jedi: The Art of Hearing God Through the Noise;art
4033;By unnerving definition, anything that the heart has chosen for its own mysterious reasons it can always unchoose later—again, for its own mysterious reasons.;Elizabeth Gilbert; Committed: A Skeptic Makes Peace with Marriage;art
5749;In life, you get what you believe you deserve.;Jay Samit; Disrupt You!: Master Personal Transformation, Seize Opportunity, and Thrive in the Era of Endless Innovation;art
2446;Loving someone can be hard at times. You risk a lot when you love - your heart and soul, at the least. Love is the most important and most rewarding investment you can make in another person.;J.E.B. Spredemann; A Secret of the Heart;art
4802;When the heart stops, you die. Love is everywhere that life is, and if there is no love for life, you die. Giving up on love is the same thing as giving up on life itself.;David Levithan; Marly's Ghost;art
7665;We don't get to choose if we get hurt in this world, old man, but we do have a say in who hurts us. I know I like my choices. I hope she likes hers.I do, Augustus. I do.;John Green; The Fault in Our Stars;art
12218;Lets Rock Cancer's World;Benny Bellamacina; Philosophical Uplifting Quotes and Poems;art
6008;My mom told me once that Wyatt loved her the way a boy will love his mother, but I loved her the way an artist loves another. Jo taught me what that meant.;Laura Anderson Kurk; Perfect Glass;art
10984;if you can’t acquaint an opponent with reason, you must acquaint his head with the sidewalk.;Lee Child; Never Go Back;art
11978;"I may some day get a boyfriend and eventually a husband, but you will always be my first loves."" -Sheetal, 14, Qatar";Jazmin Williams; 5SOS: The Fans' Story;art
1158;Building something that matters is a marathon, not a sprint.;Dragos Bratasanu; Ph.D.;art
8657;...the making of stories is only one part of my craft -mainly, I'm a heart whisperer...;John Geddes; A Familiar Rain;art
6197;Still, somewhere in the depths of ourselves we all harbor an ashamed, unsatisfied melancholy that quietly awaits a funeral.;Jean-Paul Sartre; The Reprieve;art
11100;If music be the food of love, play on.;William Shakespeare; Twelfth Night;art
4344;Dim light played on her face as she turned to wordless prayer, trusting that her Lord, Who saw her heart, knew what it was crying though she was unable to utter it.;Amanda Tero; Befriending the Beast;art
4681;Dreaming of another time,Dreaming of clasping your hands so tight,Dreaming of another time,Dreaming of the shipwreck that is in my heart would end;Tanzy Sayadi; Better to be able to love than to be loveable;art
10990;He could be so charming and irreverent and witty, and then-bam!-a switch flipped and he reverted right back to the cocky asshole everyone reported him to be.;Lauren Weisberger; Chasing Harry Winston;art
4710;Obedience is the key ingredient in living out God’s plan for you.;Elizabeth George; Following God with All Your Heart: Believing and Living God's Plan for You;art
9207;Merchant: 'So you have lived on the possessions of others?'Saddhartha: 'Apparently. The merchant also lives on the possession of others.'Merchant: 'Well spoken...;Hermann Hesse; Siddhartha;art
7543;People feared what they did not understand, and they without a doubt did not understand her. Those who believed they did least of all. She was something new.;G.S. Jennsen; Dissonance;art
8054;He looks like an angel, sings like an angel. He found my breaking heart and coaxed it into a new rhythm.;Angela Morrison; Sing Me to Sleep;art
8928;Unless the object of the singer’s affection is a vampire, surely what Hart means is unphotogenic. Only vampires are unphotographable, but affectionate ‘-enic’ rhymes are hard to come by.;Stephen Sondheim; Finishing the Hat: Collected Lyrics, 1954-1981, With Attendant Comments, Principles, Heresies, Grudges, Whines, and Anecdotes;art
2959;Because the world has gone nutty and art always paints the spirit of its times;Robert A. Heinlein; Stranger in a Strange Land;art
119;Be Brave and Take Risks: You need to have faith in yourself. Be brave and take risks. You don't have to have it all figured out to move forward.;Roy T. Bennett; The Light in the Heart;art
6145;Literature is the aesthetic exploitation of language;Anthony Burgess; A Mouthful of Air: Languages and Language, Especially English;art
1674;A compassionate heart radiates rays of beauty that remove the clouds of million hearts.;Amit Ray; Walking the Path of Compassion;art
8965;Never underestimate the power of the spiritual world.;Eileen Keledjian; Armenian Affairs;art
7202;Every mystery ever solved had been a puzzle from the dawn of the human species right up until someone solved it.;Eliezer Yudkowsky; Harry Potter and the Methods of Rationality;art
1415;Truth. Humans don't need the Truth.;Robert Neil Fleischer; Alien Biography;art
3180;She must disappear for a time from the human surface,And sacrifice everything for this, To recreate herself from the depths of her world.;David Foenkinos; Charlotte;art
8642;Lord thank you for thy faithfulness.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;art
1373;"I charge you; once you have the dream, decide to begin and begin right away. Wait for nobody to blow whistles for you to start.";Israelmore Ayivor; Become a Better You;art
4185;How characteristic of your perverse heart that longs only for what happens to be out of reach.;Pierre-Ambroise Choderlos de Laclos; Les Liaisons dangereuses;art
4504;We were both smiling, in that bittersweet way one does when imagining something the heart longs for and the head would dread.;Robin Hobb; Golden Fool;art
5279;No mortal man could frighten him, no more than the darkness could, nor the bones of his soul, the grey and grisly bones of his soul.;George R.R. Martin; A Feast for Crows;art
3259;Photographs do not translate from appearances. They quote from them.;John Berger; Another Way of Telling;art
3377;In bluntest terms, art museums risk being commercial institutions in which art is subsumed by economics and the experience of looking at art becomes a form of consumption.;Amy Whitaker; Museum Legs: Fatigue and Hope in the Face of Art;art
7168;I wrapped my arms around him like I was saving an oak tree.;C.J. English; Affairytale;art
6754;How many companies can say that the amount of customers who use their services second most often, and spend the second most amount of money with them, are “very negative”?;Charles Fishman; The Wal-Mart Effect: How the World's Most Powerful Company Really Works - and How It's Transforming the American Economy;art
1835;Negative prophecies are reversible. The Lord reveals to conquer. You are created to reverse any negative with your prayers and the word of God.;Patience Johnson; Why Does an Orderly God Allow Disorder;art
363;I could forget that part, but it had to have been true.;Deb Caletti; The Story of Us;art
11811;my musicplay downsorrow;Cathleen Margaret; Berthenia Belle;art
2399;Art is a culmination of all that one stands for;Aporva Kala; Alchemist of the East;art
9499;Koekebakker, I feel so strange inside.' 'Well you certainly smell like jenever,' I said. 'No,' Japi said, ' it's not the jenever. I think my soul is too big.;Nescio; Amsterdam Stories;art
9114;May not subterraneous fire be considered as the great plough (if I may be allowed the expression) which Nature makes use of to turn up the bowels of the earth?;William Dean Hamilton; Observations on Mount Vesuvius, Mount Etna, and Other Volcanos;art
6281;With great enthusiasm and determination you will master the art in your field.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;art
694;Hope is a delicate thing. A dangerous thing.;Ally Carter; Take the Key and Lock Her Up;art
6713;You must stay away from the one who brings nothing but heartache and death. Do you hear me? He brings nothing but death. Always has.;Jennifer L. Armentrout; Pure;art
9168;This democracy thing, or Demoxie, whatever it is, good god. Under the guise of having every voice heard, you create mob rule, a filterless society where secrets are crimes.;Dave Eggers; The Circle;art
2707;...sometimes we enter art to hide within it. It is where we can go to save ourselves, where a third-person voice protects us.;Michael Ondaatje; Divisadero;art
10057;The communication between the brain and the heart is a two-way dialogue.;Mindie Kniss; The Heart of Consciousness: A Brief Introduction to Heart Intelligence;art
2810;I wonder how it is we have come to this place in our society where art and nature are spoke in terms of what is optional, the pastime and concern of the elite?;Terry Tempest Williams; Leap;art
8494;Support for the arts -- merde! A government-supported artist is an incompetent whore!;Robert A. Heinlein; Stranger in a Strange Land;art
2804;Because you live to love and love to live/ And because of what your heardrum will give/ Now we might love to live and live to love.;Janet Goodfriend; For the Love of Art;art
7614;You don't ask nobody to give what they can't give, or be what they can't be. You've learnt that, you got a headstart on heartbreak.;Jack Farris; The Abiding Gospel of Claude Dee Moran, Jr.;art
4880;Where I am always thou art. Thy image lives within my heart;Sherrilyn Kenyon; Bad Moon Rising;art
6377;Your track record, and great achievements may prompt people to invest their resources such as time and money, not their heart.;Assegid Habtewold; The 9 Cardinal Building Blocks: For Continued Success in Leadership;art
7454;Rock art sites were symbolic vaginas, and entry into the wall of a rock art site was thus akin to intercourse.;James David Lewis-Williams; The Mind in the Cave: Consciousness and the Origins of Art;art
605;One has to learn contentment, forgiveness, and purpose on her own before the universe allows her to share her happiness with another soul.;Benyf; 11.11.11 After so Many Years of Tears: Letters to My Distant Soul-Mate;art
9822;Indentations on the page, words, my friends, and I will share them with you.;Victoria Sawyer; Angst;art
4077;Then your heart is a black, shriveled thing, because you absolutely betray me.;P.C. Cast; Untamed;art
5368;Music is not my life. My life is music.;Criss Jami; Killosophy;art
9830;Regret nothing. Everything broken can be remade. And everything remade can once again be broken;Kulpreet Yadav; The Girl Who Loved a Pirate;art
8544;...emotions fly humans toward art;Rachel Hartman; Seraphina;art
8744;"When you become a Christian, you are not on earth to fight for Jesus; God needed only one battle to redeem the souls of humanity. It was the cross.";Felix Wantang; God's Blueprint of the Holy Bible;art
11863;Once you have heard the Indian Bamboo flute then everything else is just ordinary!;Osho; Books I Have Loved;art
7245;Love is the most powerful healing energy. Everything you do with love spreads healing. So feel it,be it, and spread it.;Abhishek Kumar; Stardust Family - We Are One!;art
12423;All language is an aspiration to music.;Steve Almond; Rock and Roll Will Save Your Life: A Book by and for the Fanatics Among Us;art
10967;Paparazzi arrived for Hugh [Grant]. We had to stand under a tree and smile for them.Photographer: 'Hugh, could you look less -- um --'Hugh: 'Pained?;Emma Thompson; The Sense and Sensibility Screenplay and Diaries: Bringing Jane Austen's Novel to Film;art
5783;There are two types of people in this world: those whose look for opportunity and those who make it happen.;Jay Samit; Disrupt You!: Master Personal Transformation, Seize Opportunity, and Thrive in the Era of Endless Innovation;art
6954;I thought she had a good heart, though not much respectability- or maybe it was because of that.;Mary Webb; Precious Bane;art
2782;His judgement demonstrates that one can be a genius and understand nothing of an art that is not one's own.;Victor Hugo; The Hunchback of Notre-Dame;art
5453;I mean, Charlie and I have never had issues pleasuring each other before, but damn, Charlie getting pregnant equals crazy sex. Wild sex. Sex that makes me feel like I'm being used. Best. Feeling.Ever.;Layne Harper; Infinity.;art
720;If you didn't earn something, it's not worth flaunting.;Aaron Lauritsen; 100 Days Drive: The Great North American Road Trip;art
10047;I thought you were her knight, but you have become only her woodsman--taking little girls into the forest to cut out their hearts.;Holly Black; Ironside;art
3240;Just a beginner, but he learned so fast. Everything came so damn easy to him. Not true. The hard things cam easy. But the easy things he found impossibly hard.;Janet Fitch; Paint it Black;art
7628;Music is the language of all. It tames the savage beast and allows us to get over heartbreak. It helps us express what we really want to say and it has the power to lift hearts and awaken our souls….;James A. Murphy; The Waves of Life Quotes and Daily Meditations;art
340;If someone is really close with you, your getting upset or them getting upset is okay, and they don’t change because of it. It’s just part of the relationship. It happens. You deal with it.;Sarah Dessen; Just Listen;art
6783;Begin each day with the hope of ending it with the bests of your steps. Plan the day ahead and ensure that the plans are worthy of ensuring your dreams are achieved. Get started.;Israelmore Ayivor; Shaping the dream;art
9545;In my experience, what every true artist wants, really wants, is to be paid.;Terry Pratchett; Soul Music;art
5518;Keeping hatred against someone is like helping him to torture you;Bangambiki Habyarimana; The Great Pearl of Wisdom;art
3791;Silent is the ruined land.Man is brutaland the rain does not wash awaythe painor rid the distant memory.It makes it glisten.;Cecil Castellucci; Boy Proof;art
494;Subject and object are not separate—so-called objective reality is projected by our subjective Consciousness.;Joseph P. Kauffman; The Answer Is YOU: A Guide to Mental, Emotional, and Spiritual Freedom;art
11814;There are times in life to play it safe. I'm sure you can think of several. Music is not one of them.;Deke Sharon; A Cappella;art
7240;There's healing in your hand, in your voice, in your heart, in your eyes! YOU ARE A HEALER!;Abhishek Kumar; Stardust Family - We Are One!;art
2879;If seeing her an hour before her lastWeak cough into all blackness I could yetBe held by chalk-white;Mervyn Peake; Collected Poems;art
589;Everyone smiles in the same language, Happiness knows no frontiers, no age. No difference thar makes us feel apart if a smile can win even a broken heart.;Ana Claudia Antunes; A-Z of Happiness: Tips for Living and Breaking Through the Chain that Separates You from Getting That Dream Job;art
9527;Like many people who dress in black, the lump of coal was interested in becoming an artist.;Lemony Snicket; The Lump of Coal;art
9177;Speaking of banging, when’s McSailor getting home?” Kirsten’s smirk was the size of Texas.Sophie had to smile. “Crude. You’re crude, roomie.;Jennifer Lane; On Best Behavior;art
11088;And, in the endThe love you takeis equal to the love you make.;Paul McCartney; The Beatles Illustrated Lyrics;art
5972;I watched him carefully. He was making art because he has to, and because he's brave enough to try and make contact, right there on the edge of madness, where he dreams.;Anne Lamott; Traveling Mercies: Some Thoughts on Faith;art
6913;The heart easily commends and condemns itself, depending on our wave like performance. That is why we must base our worth in Jesus alone.;Alisa Hope Wagner; Eve of Awakening;art
3043;On a cement pediment stands the inevitable bronze statue of a man in a cheap suit.;Alex Shakar; The Savage Girl;art
2424;It is the little act of kindness that touches our heart and blossom our life with gladness.;Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;art
2164;When an artist friend of mine explained she was working her way up the creative ladder, I asked if she would kindly paint the front of my house on the way up.;Benny Bellamacina; Piddly poems for children vol:3;art
4953;"If someone breaks up, it's an opportunity to revamp yourself; this time better and stronger than before.";Vikrmn; Corpkshetra;art
6171;"Don't confuse pressure with pleasure. For some people it""s not sure if they are having a seizure or ceasure";Ana Claudia Antunes; The DAO (Dancing As One) Workbook Illustrated;art
4313;And I try to teach my heart not to want nothing it can't have.;Alice Walker; The Color Purple;art
11815;The human voice was the first instrument and remains the most powerful and effective method of musical creation and emotional transference.;Deke Sharon; Heart of Vocal Harmony, the: Emotional Expression in Group Singing;art
5990;There really is power in numbers. In today’s society one has to understand the true power of word of mouth. It’s true that the new tastemakers are us.;Simon Zingerman; We All Need Heroes: Stories of the Brave and Foolish;art
2155;REGARDING THE MARCHING BAND: How much more interesting it would be to see a creeping band.;Demetri Martin; This is a Book;art
11413;There are all kinds of mix tapes. there is always a reason to make one.;Rob Sheffield; Love Is a Mix Tape;art
6724;The heart is the place where our life gets its direction.;Jim George; A Man After God's Own Heart;art
5107;"What defines our world; believes, thoughts, dreams, decisions, choices and actions.";Lailah Gifty Akita; Pearls of  Wisdom: Great  mind;art
10605;The line dividing good and evil cuts through the heart of every human being.;Aleksandr Solzhenitsyn; Archipiélago Gulag I;art
7236;When we believe a wounding story, our whole world is diminished.;Sharon Salzberg; Real Love: The Art of Mindful Connection;art
8221;Opera cuts to the chase—as death does. An art which seeks, more obviously than any other form, to break your heart.;Julian Barnes; Levels of Life;art
10812;I'd be lying if I said I didn't want youI'd be lying if I said I didn't wish you were mineThe truth is, you stole my heart from afarThe truth is, you still have it. ;Justin Wetch; Bending The Universe;art
3983;Performing magic in the live show thrills me. Just get me a deck of cards and some attentive audience, and I have made my day and theirs too;Amit Kalantri; Wealth of Words;art
6982;We all look back at some time or other and wonder why we didn't listen to our instincts. Why did we hestiate? Why did we lose our dreams?;Diane Griffith; Chasing Dreams in Lefkas;art
11582;No second chances in the land of a thousand dances, the valley of ten million insanities.;Ry Cooder; Los Angeles Stories;art
1829;There are too many stars in the sky and none of them is overshadowing the other. Don't let anybody be a threat to your growth.;Patience Johnson; Why Does an Orderly God Allow Disorder;art
293;Status will get you nowhere. Only an open heart will allow you to float equally between everyone.;Mitch Albom; Tuesdays with Morrie;art
10759;The world is filled with so many beautiful people after all and who am I to think that you will hold on, hold on to me, because who am I and what are we?;Charlotte Eriksson;" Empty Roads & Broken Bottles; in search for The Great Perhaps";art
